cds	logFC	adj.P.Val	focus	cluster	annot_id	desc	annot_method
TRINITY_DN8646_c0_g1_i11.p1	3.72853303345877	0.0141359519469311	MJT1vsTWT1	1	NA	NA	NA
TRINITY_DN8853_c0_g1_i1.p1	4.54842397900734	0.0125353097001117	MJT1vsTWT1	1	NA	NA	NA
TRINITY_DN8964_c0_g1_i1.p1	3.80819155413374	0.028731274291784	MJT1vsTWT1	1	NA	NA	NA
TRINITY_DN8964_c0_g1_i3.p1	3.83150420483802	0.0288016165367804	MJT1vsTWT1	1	NA	NA	NA
TRINITY_DN8974_c0_g1_i22.p1	4.85845657874318	0.0015773470219864	MJT1vsTWT1	1	NA	NA	NA
TRINITY_DN9063_c0_g1_i1.p1	2.2592264724453	3.68186659811614e-07	MJT1vsTWT1	1	Transcription factor AIB/MYC-like	MYC	InterProScan
TRINITY_DN9063_c0_g1_i1.p1	2.2592264724453	3.68186659811614e-07	MJT1vsTWT1	1	Transcription factor MYC/MYB N-terminal	bHLH-MYC and R2R3-MYB transcription factors N-terminal	InterProScan
TRINITY_DN91112_c0_g1_i1.p1	2.71849590208722	0.00153948283977939	MJT1vsTWT1	1	NA	NA	NA
TRINITY_DN10014_c0_g1_i26.p1	6.64351328585072	0.00922598941631159	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN10014_c0_g1_i5.p1	4.45352866826679	0.000118355091518828	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN10018_c0_g1_i3.p1	5.24388274486477	0.0193716032005604	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN10018_c0_g1_i8.p1	6.20762386670668	0.00500294378018378	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN10056_c0_g1_i9.p1	7.56585603008717	0.000217380875638257	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN10100_c2_g1_i1.p1	8.59815533426388	8.79958378973247e-07	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN10100_c3_g2_i1.p1	7.47394187317806	0.000104692104390637	MJT2vsTWT2	1	Achaete-scute transcription factor-related	ACHAETE-SCUTE TRANSCRIPTION FACTOR-RELATED	InterProScan
TRINITY_DN10137_c1_g2_i3.p1	4.19256082249664	0.000370303067743698	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN10150_c0_g1_i2.p1	4.49979848702534	0.0434540113165158	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN10150_c0_g1_i4.p1	4.61493140833388	0.00118426399827017	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN10187_c0_g1_i1.p1	7.92922549545312	0.011674771878782	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN10271_c0_g1_i11.p1	7.61994861036565	0.00210192702652987	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN10271_c0_g1_i24.p1	9.1719172426726	0.00168084051989769	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN10271_c0_g1_i42.p1	7.11932870029649	0.00342726888825772	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN10271_c0_g2_i1.p1	8.1753003741976	0.00105841098494598	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN10328_c0_g1_i1.p1	3.00382658868248	1.0259227225249e-05	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN10328_c0_g1_i2.p1	2.72447927926741	0.000169992420177788	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN1034_c0_g1_i1.p1	6.35620225702106	0.0235835631064129	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN1034_c0_g1_i4.p1	12.4930729688123	0.0028778200161197	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN1034_c0_g1_i6.p1	2.72549588658344	0.0025355478507713	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN1034_c0_g1_i7.p1	2.23575685499713	1.03988185029671e-07	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN1034_c0_g2_i1.p1	3.12640278576837	6.02532450677784e-09	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN10380_c0_g1_i1.p1	3.00323009323752	0.000177152113525344	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN10395_c0_g1_i10.p1	2.502333161802	0.0384802819981139	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN1045_c0_g1_i1.p1	4.18207756384314	0.000109398623874247	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN1045_c0_g1_i14.p1	6.26614900511298	0.0147146038142863	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN1045_c0_g1_i18.p1	8.5944016840231	0.0447232751272572	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN1045_c0_g1_i2.p1	6.17227773616751	0.000732148159480361	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN10531_c0_g1_i1.p1	2.28211758450466	0.00377407935148945	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN10622_c0_g1_i1.p1	6.74437913210333	0.00216072880988113	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN106301_c3_g1_i1.p1	7.26866262854475	1.25185204054634e-08	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN106424_c9_g1_i1.p1	2.05273056307389	7.28313604993237e-08	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN106599_c0_g1_i1.p1	10.3177692137889	0.0277132558882386	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN10661_c1_g4_i1.p1	3.70426360195279	0.0012024389827018	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN10671_c0_g1_i6.p1	8.44366674084804	4.3335831262273e-06	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN10671_c0_g1_i7.p1	8.84662741557901	0.000359644831067488	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN10671_c0_g1_i8.p1	8.34246094237278	0.000120148205503023	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN10706_c0_g1_i17.p1	8.6092637584017	0.0223546253993507	MJT2vsTWT2	1	Transcription factor BHLH95-like	-	InterProScan
TRINITY_DN10739_c0_g4_i2.p1	3.6403533788021	0.000165542213915411	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN10744_c0_g1_i2.p1	4.256317833743	9.75155241316071e-08	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN10744_c0_g2_i1.p2	2.14377391578509	0.000137063571636633	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN10744_c0_g2_i2.p1	4.30497301022395	1.70212027698779e-07	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN1080_c0_g1_i10.p1	9.72301659263411	0.00250186776662881	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN1080_c0_g1_i2.p1	10.7251580022102	4.00436995423458e-07	MJT2vsTWT2	1	contig01614--2962-1317	CYP736B1v1	manual
TRINITY_DN1080_c0_g1_i2.p3	9.77562429192351	0.000328767018789708	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN1080_c0_g2_i1.p1	10.6293339051866	0.000346939797590587	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN10814_c0_g1_i11.p1	2.03695854898035	0.0345558622625692	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN108760_c0_g1_i1.p1	2.10715362565834	0.0403548613747906	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN108834_c0_g1_i1.p1	2.23635352516166	1.62675968750007e-08	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN10891_c0_g1_i1.p1	3.02207501102671	0.000407899683050633	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN10893_c0_g1_i1.p1	2.50813531859895	1.54701495763272e-05	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN10907_c0_g1_i1.p1	3.28077999346335	3.43792121547241e-05	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN10926_c0_g1_i13.p1	5.33070908854422	0.0227954950492204	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN1092_c0_g1_i12.p1	3.75187770662953	1.93509665525536e-09	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN1092_c0_g1_i2.p1	2.08521826700353	0.00030080556277847	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN1092_c0_g1_i3.p1	2.09972754186329	0.000171083458494288	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN1092_c0_g1_i4.p1	3.45724088599324	0.00122930393142717	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN11033_c3_g1_i1.p1	2.65561832900375	0.0225918568548307	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN11142_c0_g1_i1.p1	2.00382528473691	0.000163808425414668	MJT2vsTWT2	1	Transcription factor AIB/MYC-like	MYC	InterProScan
TRINITY_DN11142_c0_g1_i1.p1	2.00382528473691	0.000163808425414668	MJT2vsTWT2	1	Transcription factor MYC/MYB N-terminal	bHLH-MYC and R2R3-MYB transcription factors N-terminal	InterProScan
TRINITY_DN11204_c0_g1_i14.p1	3.65639041686028	0.00216443494160474	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN11243_c2_g1_i1.p1	5.54036723805547	0.0187005523471106	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN11252_c0_g1_i1.p1	6.52354183931094	0.00080232680901033	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN11252_c0_g1_i6.p1	7.07177333853574	4.7334982272636e-06	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN112634_c0_g1_i1.p1	2.3549491239947	8.95253430026005e-08	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN11280_c0_g1_i35.p1	3.91538288867372	2.51452957107702e-07	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN113128_c0_g1_i1.p1	2.61822621236637	0.0457882237155211	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN11355_c0_g1_i2.p1	8.21302042112329	0.00139504332438617	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN11355_c0_g1_i5.p1	8.90848846342032	5.16938283714618e-05	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN1137_c2_g1_i2.p1	2.02050480193498	0.000146155524671814	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN11391_c1_g1_i1.p1	5.46909284293915	0.00107899423074668	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN11425_c1_g1_i5.p1	2.48011352959949	0.0276823155234376	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN11491_c1_g1_i1.p1	4.02650055653169	0.000268352113389891	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN11659_c0_g1_i29.p1	7.16446306892818	2.77615874938341e-05	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN11673_c0_g1_i1.p1	2.66506806400374	0.0121513680625996	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN11732_c0_g1_i1.p1	4.66735266855957	1.6820165580104e-07	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN11732_c0_g2_i1.p1	4.26274975445863	2.0742977400975e-07	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN11732_c0_g2_i2.p1	4.01443420435714	0.000537129942170704	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN11747_c0_g1_i2.p1	5.20059058307033	0.0239400917892542	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN11747_c0_g1_i4.p1	5.30138789601008	0.0120366414338272	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN11748_c0_g1_i1.p1	2.10284344304922	0.000156206797759788	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN11811_c0_g2_i1.p1	2.20687906551187	0.00668503777705551	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN11821_c0_g1_i5.p1	4.61091215185293	5.43626611647658e-07	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN11831_c0_g3_i2.p1	3.27044763859365	4.78548910895337e-07	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN11858_c0_g1_i1.p1	2.91783857965264	3.561743962412e-09	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN1200_c0_g1_i2.p1	9.31509559913877	0.0150484030544128	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN1200_c0_g2_i5.p1	8.56910746565839	0.0165417642482574	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN1203_c1_g1_i1.p1	3.66519537185426	0.000284198538823205	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN12040_c0_g1_i3.p1	3.29506384111577	0.0148191566909382	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN12058_c0_g1_i3.p1	2.84805288369143	0.0286993062267251	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN12089_c0_g1_i1.p1	4.56599161035305	0.0120366414338272	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN12089_c0_g1_i2.p1	7.29550539697099	0.000206574169300943	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN12120_c0_g1_i1.p1	3.6459157169479	0.000104313980395221	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN12120_c0_g2_i1.p1	3.3472944423131	1.36862775442816e-06	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN121223_c0_g1_i1.p2	2.35622143523666	1.2214137163796e-05	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN1217_c0_g1_i2.p1	2.12755711893301	2.12405519762523e-08	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN1217_c1_g1_i1.p1	2.97877172584593	3.62026056134706e-07	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN122040_c0_g1_i1.p1	2.30237611010692	0.0205186054937533	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN12244_c0_g1_i4.p1	2.35150147076375	0.0382009475998996	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN12260_c0_g2_i11.p1	2.96795769769565	0.0095761082338038	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN12260_c0_g2_i13.p1	5.30839272319603	0.0233440985591293	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN12271_c0_g1_i1.p1	2.3833137453276	0.00138604938991542	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN1227_c0_g1_i37.p1	2.70423794172535	0.0351729512963485	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN1227_c0_g1_i40.p1	2.22186348182135	1.16243011628207e-06	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN12306_c1_g1_i1.p1	3.52719641728484	0.0264681281706156	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN12306_c1_g2_i4.p1	4.86651283982862	0.00894229786944126	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN12319_c0_g1_i1.p1	6.75655325120361	0.000665122698638872	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN12359_c0_g2_i2.p1	7.08406349997007	1.14385625586013e-06	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN12359_c0_g2_i3.p1	8.59225607456486	7.86416570065797e-07	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN1244_c0_g4_i1.p1	2.07304876241956	2.90613776403839e-06	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN1244_c0_g4_i1.p2	2.24581438136558	3.06802154363776e-08	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN12514_c0_g1_i11.p1	4.99407492816441	0.00259950571236727	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN12625_c0_g1_i2.p1	7.84193140359675	4.76909007818089e-06	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN12646_c0_g1_i2.p1	5.64343071597405	7.32624624355912e-06	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN12684_c0_g1_i1.p1	5.33739069362204	0.000136641571174856	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN12696_c0_g1_i1.p1	2.53873295325935	0.0128018432281799	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN12696_c1_g1_i10.p1	2.98054679561976	0.034160963339888	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN12696_c1_g1_i11.p2	8.20336041512737	0.00434003809476934	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN12696_c1_g1_i5.p1	10.0801770564381	0.00105135026505827	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN12701_c0_g1_i13.p1	3.56503206364926	0.0381900151534452	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN1274_c1_g1_i3.p1	2.83395675048105	3.00455785897759e-08	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN12784_c0_g1_i1.p1	5.56834705041798	0.0447232751272572	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN12784_c0_g1_i4.p1	5.4667791393141	0.028042613624598	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN1286_c0_g1_i1.p1	5.71031760335657	0.039673329014803	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN12894_c0_g1_i2.p1	2.94023752599441	0.00754953520865892	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN12948_c0_g1_i19.p1	4.98473559510481	0.0453789113040054	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN12962_c0_g1_i12.p1	6.50869123268082	0.000263542245722636	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN12962_c0_g1_i6.p2	4.39414433138356	0.00380559544650642	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN1296_c0_g1_i17.p1	9.40529911402706	0.0247296694233096	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN13030_c0_g2_i1.p1	2.02367994611107	0.0145452985900222	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN13044_c0_g1_i1.p1	3.30021419936321	0.00702096274291726	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN13132_c0_g2_i1.p1	3.07412706984844	3.4126263279026e-06	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN13134_c0_g1_i1.p1	7.15520933864902	1.89274614674664e-06	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN13180_c0_g1_i1.p1	7.23456933490495	6.53232682215536e-05	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN13193_c0_g1_i1.p1	4.23974548263048	0.000266290697826332	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN13208_c0_g2_i1.p1	3.40032162280725	8.70203053733926e-09	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN13208_c1_g1_i1.p1	3.79110525734081	0.00045104904017722	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN1323_c0_g1_i2.p1	3.94171245751624	0.000218545004254599	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN1323_c0_g1_i3.p1	4.53975936554026	0.000371578893427535	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN1323_c0_g1_i5.p1	3.5433850833069	0.0220707661093644	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN13325_c0_g1_i1.p1	4.13286952976946	0.000931466226704441	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN13481_c0_g2_i2.p1	5.3012350743357	0.00992515908381376	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN13491_c0_g1_i4.p1	5.16611617095084	0.0233171271583036	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN13501_c0_g2_i8.p1	4.93542423793657	0.0369867283172205	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN135067_c0_g1_i1.p1	10.2016147227949	0.0268812588140556	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN135234_c0_g1_i1.p1	2.0606374236489	1.07465947919984e-09	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN135239_c2_g1_i1.p1	3.24821436978489	1.52907730086785e-07	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN13525_c0_g1_i13.p1	2.24854496021255	0.00606648481532146	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN13530_c0_g1_i3.p1	6.04285241568403	0.0475291517484848	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN13588_c0_g2_i2.p1	5.58172132497983	0.0135090128675721	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN136060_c0_g1_i1.p1	2.22305396555506	1.86707032671622e-06	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN136081_c0_g1_i1.p1	4.43656532857398	0.0010449415266317	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN13629_c0_g1_i8.p1	2.55992311504773	0.00449913509436695	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN1368_c0_g1_i3.p1	3.67305773447596	0.000139665498089897	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN1368_c0_g1_i8.p1	3.73466040774528	5.63339073955608e-10	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN13708_c1_g2_i1.p1	5.34917518855665	0.0295841694869678	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN13795_c1_g1_i1.p3	4.89787239981577	0.0313202092365231	MJT2vsTWT2	1	NA	NA	NA
TRINITY_DN13812_c0_g1_i1.p1	4.27569989874555	0.0297166091456297	MJT2vsTWT2	1	NA	NA	NA
